PYTHON-1055,PYTHON,Bug,behackett,2016-02-10 12:50:33
PYTHON-1056,PYTHON,Bug,behackett,2016-02-11 20:10:35
PYTHON-1057,PYTHON,Bug,behackett,2016-02-16 03:51:41
PYTHON-1058,PYTHON,Improvement,behackett,2016-02-16 09:17:15
PYTHON-1059,PYTHON,Bug,behackett,2016-02-20 16:49:24
PYTHON-106,PYTHON,Bug,mike,2010-02-28 19:54:09
PYTHON-1060,PYTHON,Improvement,behackett,2016-02-23 00:02:09
PYTHON-1061,PYTHON,Task,behackett,2016-02-23 08:52:42
PYTHON-1062,PYTHON,Improvement,behackett,2016-03-01 16:55:23
PYTHON-1063,PYTHON,Task,behackett,2016-03-02 18:53:11
PYTHON-1064,PYTHON,Bug,behackett,2016-03-04 19:32:26
PYTHON-1065,PYTHON,Bug,behackett,2016-03-07 17:48:27
PYTHON-1066,PYTHON,New Feature,behackett,2016-03-07 17:54:01
PYTHON-1067,PYTHON,Task,anna.herlihy@10gen.com,2016-03-07 18:30:36
PYTHON-1068,PYTHON,New Feature,behackett,2016-03-07 20:07:59
PYTHON-1069,PYTHON,Bug,behackett,2016-03-08 23:55:09
PYTHON-107,PYTHON,Improvement,mike,2010-03-01 04:07:10
PYTHON-1070,PYTHON,Bug,behackett,2016-03-09 09:36:18
PYTHON-1071,PYTHON,Bug,behackett,2016-03-11 22:04:54
PYTHON-1072,PYTHON,Task,behackett,2016-03-15 00:51:29
PYTHON-1073,PYTHON,Improvement,behackett,2016-03-15 01:22:50
PYTHON-1074,PYTHON,Improvement,,2016-03-15 21:29:50
PYTHON-1075,PYTHON,Improvement,shane.harvey,2016-03-15 21:30:30
PYTHON-1076,PYTHON,Bug,jesse,2016-03-22 11:55:43
PYTHON-1077,PYTHON,Bug,behackett,2016-03-23 08:25:37
PYTHON-1078,PYTHON,Bug,jesse,2016-03-24 14:37:41
PYTHON-1079,PYTHON,Epic,behackett,2016-03-28 17:53:32
PYTHON-108,PYTHON,Improvement,mike,2010-03-05 14:28:32
PYTHON-1080,PYTHON,Task,behackett,2016-03-29 13:06:35
PYTHON-1081,PYTHON,Bug,behackett,2016-04-03 02:17:13
PYTHON-1082,PYTHON,Improvement,behackett,2016-04-06 18:46:04
PYTHON-1083,PYTHON,New Feature,behackett,2016-04-12 21:57:18
PYTHON-1084,PYTHON,Epic,behackett,2016-04-14 16:27:32
PYTHON-1085,PYTHON,Bug,behackett,2016-04-15 13:24:22
PYTHON-1086,PYTHON,Bug,behackett,2016-04-17 16:59:15
PYTHON-1087,PYTHON,Bug,behackett,2016-04-18 09:49:58
PYTHON-1088,PYTHON,Bug,behackett,2016-04-26 06:55:38
PYTHON-109,PYTHON,Improvement,mike,2010-03-05 18:51:36
PYTHON-1090,PYTHON,Improvement,luke.lovett,2016-05-03 14:44:15
PYTHON-1091,PYTHON,Bug,behackett,2016-05-04 14:08:08
PYTHON-1092,PYTHON,Improvement,behackett,2016-05-04 20:17:07
PYTHON-1093,PYTHON,Improvement,behackett,2016-05-05 18:45:31
PYTHON-1094,PYTHON,Improvement,behackett,2016-05-06 01:31:35
PYTHON-1095,PYTHON,Bug,behackett,2016-05-18 13:13:38
PYTHON-1096,PYTHON,Improvement,behackett,2016-05-20 15:05:06
PYTHON-1097,PYTHON,Improvement,behackett,2016-05-25 20:49:16
PYTHON-1098,PYTHON,Bug,luke.lovett,2016-05-29 17:20:46
PYTHON-1099,PYTHON,Task,behackett,2016-06-05 09:43:13
PYTHON-110,PYTHON,Task,mike,2010-03-08 05:11:36
PYTHON-1100,PYTHON,Task,behackett,2016-06-08 16:21:17
PYTHON-1101,PYTHON,New Feature,luke.lovett,2016-06-10 20:48:17
PYTHON-1103,PYTHON,Bug,shane.harvey,2016-06-17 00:35:17
PYTHON-1104,PYTHON,New Feature,jesse,2016-06-17 18:32:01
PYTHON-1105,PYTHON,New Feature,jesse,2016-06-17 21:38:51
PYTHON-1106,PYTHON,Task,luke.lovett,2016-06-18 18:40:40
PYTHON-1107,PYTHON,Bug,behackett,2016-06-21 21:54:32
PYTHON-1108,PYTHON,Bug,behackett,2016-06-23 13:12:21
PYTHON-1109,PYTHON,Bug,behackett,2016-06-24 15:12:46
PYTHON-111,PYTHON,Bug,mike,2010-03-12 18:53:25
PYTHON-1110,PYTHON,Task,behackett,2016-06-24 16:32:08
PYTHON-1111,PYTHON,New Feature,shane.harvey,2016-07-12 00:00:01
PYTHON-1112,PYTHON,Improvement,jesse,2016-07-12 01:29:51
PYTHON-1113,PYTHON,New Feature,luke.lovett,2016-07-12 17:15:35
PYTHON-1114,PYTHON,Bug,behackett,2016-07-12 19:53:56
PYTHON-1115,PYTHON,Bug,,2016-07-13 18:12:39
PYTHON-1116,PYTHON,New Feature,,2016-07-13 22:32:42
PYTHON-1117,PYTHON,New Feature,behackett,2016-07-15 17:20:54
PYTHON-1118,PYTHON,New Feature,,2016-07-21 20:45:34
PYTHON-1119,PYTHON,New Feature,luke.lovett,2016-07-22 17:40:10
PYTHON-112,PYTHON,Improvement,mike,2010-03-31 15:41:00
PYTHON-1120,PYTHON,Task,jesse,2016-07-25 16:56:48
PYTHON-1122,PYTHON,Bug,shane.harvey,2016-07-28 17:18:18
PYTHON-1123,PYTHON,Bug,luke.lovett,2016-07-29 01:37:35
PYTHON-1124,PYTHON,Task,behackett,2016-08-01 19:34:34
PYTHON-1125,PYTHON,Bug,shane.harvey,2016-08-02 23:40:38
PYTHON-1126,PYTHON,Bug,luke.lovett,2016-08-12 08:35:16
PYTHON-1127,PYTHON,Task,,2016-08-15 07:49:20
PYTHON-1128,PYTHON,Bug,luke.lovett,2016-08-16 09:43:10
PYTHON-1129,PYTHON,New Feature,behackett,2016-08-17 20:39:13
PYTHON-113,PYTHON,Improvement,behackett,2010-04-02 02:55:55
PYTHON-1130,PYTHON,Bug,behackett,2016-08-18 08:58:50
PYTHON-1131,PYTHON,Bug,luke.lovett,2016-08-19 17:45:12
PYTHON-1132,PYTHON,New Feature,behackett,2016-08-19 19:18:17
PYTHON-1133,PYTHON,Improvement,behackett,2016-08-24 23:22:45
PYTHON-1135,PYTHON,Improvement,shane.harvey,2016-08-29 17:17:08
PYTHON-1136,PYTHON,Improvement,behackett,2016-08-29 18:59:03
PYTHON-1137,PYTHON,Improvement,behackett,2016-08-29 20:13:58
PYTHON-1138,PYTHON,Improvement,behackett,2016-08-29 20:32:55
PYTHON-1139,PYTHON,Improvement,luke.lovett,2016-08-29 21:42:30
PYTHON-114,PYTHON,Improvement,mike,2010-04-04 11:52:14
PYTHON-1140,PYTHON,Improvement,behackett,2016-08-30 21:36:35
PYTHON-1141,PYTHON,Bug,behackett,2016-08-31 16:30:37
PYTHON-1142,PYTHON,Improvement,behackett,2016-09-01 20:22:20
PYTHON-1143,PYTHON,Task,luke.lovett,2016-09-02 23:06:13
PYTHON-1144,PYTHON,Task,behackett,2016-09-02 23:30:17
PYTHON-1145,PYTHON,Bug,jesse,2016-09-04 18:32:31
PYTHON-1146,PYTHON,Task,backlog-python-driver,2016-09-12 05:14:19
PYTHON-1147,PYTHON,Improvement,behackett,2016-09-13 08:52:49
PYTHON-1149,PYTHON,Improvement,behackett,2016-09-15 14:28:16
PYTHON-115,PYTHON,Improvement,mike,2010-04-05 13:50:44
PYTHON-1150,PYTHON,Bug,behackett,2016-09-16 19:51:15
PYTHON-1151,PYTHON,Task,behackett,2016-09-20 18:57:18
PYTHON-1152,PYTHON,Task,shane.harvey,2016-09-22 00:57:50
PYTHON-1153,PYTHON,Bug,behackett,2016-09-22 18:37:08
PYTHON-1154,PYTHON,Bug,behackett,2016-09-22 18:50:16
PYTHON-1155,PYTHON,Improvement,prashant.mital,2016-09-23 16:12:23
PYTHON-1156,PYTHON,Improvement,behackett,2016-07-29 13:33:27
PYTHON-1157,PYTHON,Improvement,shane.harvey,2016-09-27 18:06:07
PYTHON-1158,PYTHON,Task,behackett,2016-09-28 03:44:44
PYTHON-1159,PYTHON,Bug,behackett,2016-10-01 09:20:24
PYTHON-116,PYTHON,New Feature,mike,2010-04-05 16:44:57
PYTHON-1160,PYTHON,Bug,behackett,2016-10-02 13:51:18
PYTHON-1161,PYTHON,Improvement,behackett,2016-10-02 17:26:56
PYTHON-1162,PYTHON,Task,,2016-10-03 21:43:52
PYTHON-1163,PYTHON,New Feature,jesse,2016-10-04 17:41:10
PYTHON-1164,PYTHON,Bug,,2016-10-11 10:47:54
PYTHON-1165,PYTHON,Task,behackett,2016-10-12 21:24:52
PYTHON-1166,PYTHON,Bug,behackett,2016-10-12 22:54:42
PYTHON-1167,PYTHON,Task,behackett,2016-10-13 09:34:34
PYTHON-1168,PYTHON,Improvement,prashant.mital,2016-10-16 13:27:27
PYTHON-1169,PYTHON,Task,jesse,2016-10-19 22:39:28
PYTHON-117,PYTHON,New Feature,mike,2010-04-07 13:45:51
PYTHON-1171,PYTHON,Bug,luke.lovett,2016-10-20 16:07:52
PYTHON-1172,PYTHON,Improvement,,2016-10-21 11:55:50
PYTHON-1173,PYTHON,Task,,2016-10-21 14:58:14
PYTHON-1174,PYTHON,Improvement,behackett,2016-10-23 16:14:54
PYTHON-1176,PYTHON,Task,behackett,2016-10-26 19:30:17
PYTHON-1177,PYTHON,Bug,shane.harvey,2016-10-26 22:16:16
PYTHON-1178,PYTHON,Bug,luke.lovett,2016-10-26 22:20:01
PYTHON-1179,PYTHON,Bug,shane.harvey,2016-10-26 22:24:16
PYTHON-118,PYTHON,Bug,mike,2010-04-20 09:34:49
PYTHON-1180,PYTHON,Bug,behackett,2016-10-26 22:26:56
PYTHON-1181,PYTHON,Bug,behackett,2016-10-27 18:01:08
PYTHON-1182,PYTHON,Task,jesse,2016-11-02 09:48:47
PYTHON-1183,PYTHON,Task,behackett,2016-11-04 20:06:43
PYTHON-1184,PYTHON,New Feature,behackett,2016-11-04 20:16:30
PYTHON-1185,PYTHON,Improvement,jesse,2016-11-07 09:51:52
PYTHON-1186,PYTHON,Task,luke.lovett,2016-11-10 19:19:42
PYTHON-1187,PYTHON,Bug,shane.harvey,2016-11-15 12:37:49
PYTHON-1188,PYTHON,Bug,jesse,2016-11-16 22:35:04
PYTHON-1189,PYTHON,Bug,shane.harvey,2016-11-17 00:41:49
PYTHON-119,PYTHON,Bug,mike,2010-04-20 18:17:51
PYTHON-1190,PYTHON,Epic,shane.harvey,2016-11-17 20:43:11
PYTHON-1191,PYTHON,Improvement,jesse,2016-11-20 19:42:58
PYTHON-1192,PYTHON,New Feature,jesse,2016-11-21 21:26:24
PYTHON-1193,PYTHON,Bug,jesse,2016-11-22 23:01:57
PYTHON-1194,PYTHON,Bug,behackett,2016-11-25 19:27:58
PYTHON-1195,PYTHON,Task,behackett,2016-11-26 22:43:00
PYTHON-1196,PYTHON,Bug,behackett,2016-11-29 16:47:01
PYTHON-1197,PYTHON,Task,shane.harvey,2016-12-01 22:33:38
PYTHON-1198,PYTHON,Task,shane.harvey,2016-12-01 22:40:20
PYTHON-1199,PYTHON,Task,behackett,2016-12-01 22:44:45
PYTHON-12,PYTHON,Bug,mike,2009-04-15 13:12:44
PYTHON-120,PYTHON,Bug,mike,2010-05-03 10:41:15
PYTHON-1200,PYTHON,Task,behackett,2016-12-01 22:46:28
PYTHON-1201,PYTHON,Task,behackett,2016-12-01 22:48:45
PYTHON-1202,PYTHON,Bug,behackett,2016-12-06 00:27:42
PYTHON-1203,PYTHON,Bug,behackett,2016-12-07 18:22:06
PYTHON-1204,PYTHON,Bug,jesse,2016-12-07 18:56:21
PYTHON-1205,PYTHON,Bug,shane.harvey,2016-12-07 19:11:53
PYTHON-1206,PYTHON,Bug,behackett,2016-12-07 19:15:52
PYTHON-1207,PYTHON,Bug,shane.harvey,2016-12-07 19:19:51
PYTHON-1208,PYTHON,Bug,behackett,2016-12-07 19:23:58
PYTHON-1209,PYTHON,Bug,behackett,2016-12-07 19:31:18
PYTHON-121,PYTHON,Bug,mike,2010-05-04 14:25:49
PYTHON-1212,PYTHON,Bug,behackett,2016-12-16 16:46:17
PYTHON-1213,PYTHON,New Feature,behackett,2016-12-19 12:21:49
PYTHON-1214,PYTHON,Improvement,luke.lovett,2016-12-20 21:03:32
PYTHON-1215,PYTHON,Task,shane.harvey,2016-12-21 22:57:46
PYTHON-1216,PYTHON,Bug,shane.harvey,2017-01-11 12:22:17
PYTHON-1217,PYTHON,New Feature,jesse,2017-01-18 16:00:41
PYTHON-1218,PYTHON,Task,behackett,2017-01-18 16:06:47
PYTHON-1219,PYTHON,New Feature,behackett,2017-01-19 10:54:11
PYTHON-122,PYTHON,Bug,mike,2010-05-10 05:37:24
PYTHON-1221,PYTHON,Bug,behackett,2017-01-20 00:33:39
PYTHON-1222,PYTHON,Bug,behackett,2017-01-20 18:00:46
PYTHON-1223,PYTHON,Bug,shane.harvey,2017-01-20 18:26:04
PYTHON-1224,PYTHON,Task,shane.harvey,2017-01-23 21:50:30
PYTHON-1225,PYTHON,Task,shane.harvey,2017-01-25 23:55:51
PYTHON-1226,PYTHON,Task,behackett,2017-01-26 00:13:17
PYTHON-1227,PYTHON,Bug,behackett,2017-01-26 23:20:20
PYTHON-1228,PYTHON,Bug,behackett,2017-01-27 01:01:24
PYTHON-1229,PYTHON,Task,behackett,2017-01-27 20:59:26
PYTHON-123,PYTHON,New Feature,mike,2010-05-10 18:26:02
PYTHON-1230,PYTHON,Improvement,behackett,2017-01-28 22:51:56
PYTHON-1231,PYTHON,Task,behackett,2017-01-30 16:20:53
PYTHON-1232,PYTHON,Task,shane.harvey,2017-01-30 19:25:53
PYTHON-1233,PYTHON,Task,behackett,2017-01-30 19:36:12
PYTHON-1234,PYTHON,Task,shane.harvey,2017-01-30 19:39:10
PYTHON-1235,PYTHON,Bug,behackett,2017-02-01 17:17:13
PYTHON-1236,PYTHON,Bug,behackett,2017-02-01 21:02:29
PYTHON-1237,PYTHON,Task,behackett,2017-02-02 21:19:12
PYTHON-1238,PYTHON,Bug,behackett,2017-02-07 01:43:05
PYTHON-1239,PYTHON,Task,behackett,2017-02-09 17:33:06
PYTHON-124,PYTHON,Bug,mike,2010-05-11 16:19:07
PYTHON-1240,PYTHON,Task,behackett,2017-02-09 17:34:34
PYTHON-1241,PYTHON,Bug,luke.lovett,2017-02-10 21:01:02
PYTHON-1242,PYTHON,Task,behackett,2017-02-26 06:42:59
PYTHON-1243,PYTHON,Task,behackett,2017-02-27 16:58:44
PYTHON-1244,PYTHON,Bug,behackett,2017-02-27 18:16:09
PYTHON-1245,PYTHON,Bug,behackett,2017-02-27 23:23:55
PYTHON-1246,PYTHON,Bug,behackett,2017-03-02 00:56:07
PYTHON-1247,PYTHON,New Feature,behackett,2017-03-03 18:33:06
PYTHON-1248,PYTHON,Bug,behackett,2017-03-03 21:25:26
PYTHON-1249,PYTHON,Task,behackett,2017-03-03 22:49:02
PYTHON-125,PYTHON,New Feature,mike,2010-05-20 00:35:37
PYTHON-1250,PYTHON,Task,behackett,2017-03-09 01:41:14
PYTHON-1251,PYTHON,Improvement,behackett,2017-03-13 11:43:50
PYTHON-1252,PYTHON,Epic,behackett,2017-03-13 15:42:26
PYTHON-1253,PYTHON,Improvement,behackett,2017-03-13 21:11:05
PYTHON-1254,PYTHON,Bug,behackett,2017-03-13 21:35:09
PYTHON-1255,PYTHON,Task,behackett,2017-03-16 18:19:01
PYTHON-1256,PYTHON,Bug,behackett,2017-03-17 18:05:20
PYTHON-1257,PYTHON,Task,,2017-03-21 18:35:37
PYTHON-1258,PYTHON,Bug,behackett,2017-03-24 05:00:05
PYTHON-1259,PYTHON,Improvement,,2017-03-24 13:18:14
PYTHON-126,PYTHON,Task,mike,2010-05-24 14:02:37
PYTHON-1260,PYTHON,Task,behackett,2017-03-28 19:51:44
PYTHON-1261,PYTHON,Task,behackett,2017-03-29 00:09:26
PYTHON-1262,PYTHON,Task,,2017-03-29 00:13:11
PYTHON-1263,PYTHON,Bug,behackett,2017-03-29 19:27:44
PYTHON-1264,PYTHON,Task,behackett,2017-03-30 16:26:27
PYTHON-1265,PYTHON,Bug,behackett,2017-04-03 17:24:17
PYTHON-1266,PYTHON,Bug,behackett,2017-04-03 17:51:04
PYTHON-1268,PYTHON,Bug,behackett,2017-04-12 10:23:45
PYTHON-1269,PYTHON,Bug,shane.harvey,2017-04-21 08:47:46
PYTHON-127,PYTHON,New Feature,mike,2010-05-24 15:39:27
PYTHON-1270,PYTHON,Bug,shane.harvey,2017-04-25 19:13:58
PYTHON-1271,PYTHON,Bug,jesse,2017-04-27 09:43:33
PYTHON-1272,PYTHON,Bug,shane.harvey,2017-05-04 20:31:52
PYTHON-1273,PYTHON,Improvement,behackett,2017-05-05 19:41:54
PYTHON-1274,PYTHON,New Feature,,2017-05-05 19:50:38
PYTHON-1275,PYTHON,Task,behackett,2017-05-12 12:41:14
PYTHON-1276,PYTHON,Bug,shane.harvey,2017-05-29 18:53:08
PYTHON-1277,PYTHON,Task,behackett,2017-05-31 18:45:55
PYTHON-1278,PYTHON,New Feature,behackett,2017-06-01 17:42:06
PYTHON-1279,PYTHON,Improvement,shane.harvey,2017-06-06 19:29:24
PYTHON-128,PYTHON,Bug,mike,2010-06-03 11:19:59
PYTHON-1280,PYTHON,Task,behackett,2017-06-13 16:03:19
PYTHON-1281,PYTHON,Improvement,shane.harvey,2017-06-13 16:25:15
PYTHON-1282,PYTHON,Improvement,jesse,2017-06-15 13:55:46
PYTHON-1283,PYTHON,Bug,,2017-06-15 14:08:15
PYTHON-1284,PYTHON,Improvement,jesse,2017-06-16 11:22:16
PYTHON-1285,PYTHON,Task,behackett,2017-06-16 17:09:37
PYTHON-1286,PYTHON,Bug,behackett,2017-06-20 11:34:29
PYTHON-1287,PYTHON,Bug,behackett,2017-06-20 17:26:52
PYTHON-1288,PYTHON,Bug,shane.harvey,2017-06-21 00:14:51
PYTHON-1289,PYTHON,Bug,behackett,2017-06-21 16:43:11
PYTHON-129,PYTHON,Task,,2010-06-03 19:19:03
PYTHON-1290,PYTHON,Task,behackett,2017-06-22 14:49:30
PYTHON-1291,PYTHON,Task,shane.harvey,2017-06-28 21:51:49
PYTHON-1292,PYTHON,Bug,,2017-06-29 17:57:55
PYTHON-1293,PYTHON,Task,shane.harvey,2017-06-30 22:00:19
PYTHON-1294,PYTHON,Task,shane.harvey,2017-07-06 19:54:10
PYTHON-1295,PYTHON,Improvement,shane.harvey,2017-07-07 21:35:38
PYTHON-1296,PYTHON,New Feature,shane.harvey,2017-07-10 21:31:33
PYTHON-1297,PYTHON,New Feature,shane.harvey,2017-07-12 00:23:30
PYTHON-1298,PYTHON,Epic,shane.harvey,2017-07-14 22:57:52
PYTHON-1299,PYTHON,Task,shane.harvey,2017-07-14 23:30:55
PYTHON-13,PYTHON,Bug,mike,2009-04-15 23:58:49
PYTHON-130,PYTHON,New Feature,mike,2010-06-04 11:46:46
PYTHON-1300,PYTHON,Task,shane.harvey,2017-07-14 23:35:46
PYTHON-1301,PYTHON,Task,shane.harvey,2017-07-14 23:43:14
PYTHON-1302,PYTHON,Task,shane.harvey,2017-07-14 23:47:04
PYTHON-1303,PYTHON,Task,behackett,2017-07-14 23:52:11
PYTHON-1304,PYTHON,Task,shane.harvey,2017-07-14 23:56:30
PYTHON-1305,PYTHON,Task,shane.harvey,2017-07-14 23:58:41
PYTHON-1306,PYTHON,Task,shane.harvey,2017-07-15 00:01:56
PYTHON-1307,PYTHON,Task,shane.harvey,2017-07-15 00:12:20
PYTHON-1308,PYTHON,Task,jesse,2017-07-15 00:29:21
PYTHON-1309,PYTHON,Task,shane.harvey,2017-07-15 00:34:04
PYTHON-131,PYTHON,Improvement,mike,2010-06-04 12:43:14
PYTHON-1310,PYTHON,Task,behackett,2017-07-15 00:36:43
PYTHON-1311,PYTHON,Task,behackett,2017-07-15 00:41:05
PYTHON-1312,PYTHON,Task,shane.harvey,2017-07-15 00:42:46
PYTHON-1313,PYTHON,Task,jesse,2017-07-15 00:46:21
PYTHON-1314,PYTHON,Task,shane.harvey,2017-07-15 00:48:48
PYTHON-1315,PYTHON,Task,jesse,2017-07-15 00:54:39
PYTHON-1316,PYTHON,Task,shane.harvey,2017-07-15 00:55:51
PYTHON-1317,PYTHON,Task,shane.harvey,2017-07-15 02:59:08
PYTHON-1318,PYTHON,Task,shane.harvey,2017-07-15 03:00:22
PYTHON-1319,PYTHON,Task,shane.harvey,2017-07-15 03:03:35
PYTHON-132,PYTHON,Improvement,mike,2010-06-07 17:43:42
PYTHON-1320,PYTHON,Task,shane.harvey,2017-07-15 03:05:51
PYTHON-1321,PYTHON,Task,shane.harvey,2017-07-15 03:14:39
PYTHON-1322,PYTHON,Task,,2017-07-15 03:23:14
PYTHON-1323,PYTHON,Task,shane.harvey,2017-07-15 04:03:52
PYTHON-1324,PYTHON,Bug,behackett,2017-07-18 15:29:57
PYTHON-1325,PYTHON,Task,behackett,2017-07-18 17:48:14
PYTHON-1326,PYTHON,Task,shane.harvey,2017-07-18 17:49:50
PYTHON-1327,PYTHON,Improvement,jesse,2017-07-18 20:18:49
PYTHON-1328,PYTHON,Bug,shane.harvey,2017-07-18 21:52:26
PYTHON-1329,PYTHON,New Feature,shane.harvey,2017-07-20 15:07:19
PYTHON-133,PYTHON,New Feature,mike,2010-06-18 15:42:42
PYTHON-1330,PYTHON,Bug,shane.harvey,2017-07-21 16:43:44
PYTHON-1331,PYTHON,Task,shane.harvey,2017-07-22 01:04:24
PYTHON-1332,PYTHON,New Feature,jesse,2017-07-24 00:41:11
PYTHON-1333,PYTHON,Task,shane.harvey,2017-07-25 22:54:08
PYTHON-1334,PYTHON,Bug,shane.harvey,2017-07-26 00:34:14
PYTHON-1335,PYTHON,Improvement,shane.harvey,2017-07-28 23:17:33
PYTHON-1336,PYTHON,New Feature,shane.harvey,2017-07-28 23:29:39
PYTHON-1337,PYTHON,Improvement,JIRAUSER1253561,2017-07-29 00:17:08
PYTHON-1338,PYTHON,New Feature,shane.harvey,2017-07-31 18:22:13
PYTHON-1339,PYTHON,New Feature,shane.harvey,2017-08-01 20:25:19
PYTHON-134,PYTHON,New Feature,mike,2010-06-20 02:26:29
PYTHON-1340,PYTHON,New Feature,behackett,2017-08-01 20:31:19
PYTHON-1341,PYTHON,Task,shane.harvey,2017-08-01 23:17:56
PYTHON-1342,PYTHON,Task,shane.harvey,2017-08-04 17:21:35
PYTHON-1343,PYTHON,Bug,shane.harvey,2017-08-04 17:51:00
PYTHON-1344,PYTHON,Task,behackett,2017-08-04 22:39:31
PYTHON-1345,PYTHON,Task,behackett,2017-08-04 22:54:46
PYTHON-1346,PYTHON,Task,shane.harvey,2017-08-04 23:56:03
PYTHON-1347,PYTHON,Task,behackett,2017-08-08 23:26:00
PYTHON-1348,PYTHON,Improvement,behackett,2017-08-10 18:44:39
PYTHON-1349,PYTHON,New Feature,jesse,2017-08-10 20:57:18
PYTHON-135,PYTHON,Improvement,mike,2010-06-20 20:18:15
PYTHON-1350,PYTHON,Bug,behackett,2017-08-12 09:40:29
PYTHON-1351,PYTHON,Bug,,2017-08-15 16:15:40
PYTHON-1352,PYTHON,Task,behackett,2017-08-15 17:23:23
PYTHON-1353,PYTHON,Bug,shane.harvey,2017-08-15 20:38:08
PYTHON-1354,PYTHON,Task,behackett,2017-08-16 17:52:15
PYTHON-1355,PYTHON,Task,behackett,2017-08-17 00:30:17
PYTHON-1356,PYTHON,New Feature,,2017-08-18 21:13:45
PYTHON-1357,PYTHON,Improvement,,2017-08-18 21:43:24
PYTHON-1358,PYTHON,Task,behackett,2017-08-21 21:20:50
PYTHON-1359,PYTHON,Improvement,JIRAUSER1253406,2017-08-22 23:36:17
