"issue_key","author_key","status","created_at","change_date","time_diff"
"PYTHON-3047","JIRAUSER1263701","Closed","2021-12-13 21:46:52","2021-12-16 20:03:03","252971.000000"
"PYTHON-3046","alexander.golin","Open","2021-12-13 21:28:05","2021-12-17 21:54:47","347202.000000"
"PYTHON-3046","alexander.golin","Scheduled","2021-12-13 21:28:05","2021-12-17 21:56:02","347277.000000"
"PYTHON-3045","JIRAUSER1263701","Closed","2021-12-13 21:05:51","2021-12-13 22:18:52","4381.000000"
"PYTHON-3044","shane.harvey","Closed","2021-12-13 20:56:47","2021-12-13 21:16:46","1199.000000"
"PYTHON-3043","behackett","Waiting (Blocked)","2021-12-13 16:32:56","2021-12-15 17:50:04","177428.000000"
"PYTHON-3042","behackett","Scheduled","2021-12-13 16:16:23","2021-12-14 22:15:34","107951.000000"
"PYTHON-3042","behackett","In Progress","2021-12-13 16:16:23","2021-12-14 22:24:46","108503.000000"
"PYTHON-3042","behackett","In Code Review","2021-12-13 16:16:23","2021-12-14 22:56:05","110382.000000"
"PYTHON-3042","behackett","Closed","2021-12-13 16:16:23","2021-12-14 23:12:17","111354.000000"
"PYTHON-3041","alexander.golin","Scheduled","2021-12-13 10:59:36","2021-12-17 21:54:03","384867.000000"
"PYTHON-3040","dbeng-pm-bot","Waiting (Blocked)","2021-12-10 19:06:48","2021-12-10 19:06:54","6.000000"
"PYTHON-3040","dbeng-pm-bot","Needs Triage","2021-12-10 19:06:48","2021-12-13 17:03:34","251806.000000"
"PYTHON-3040","shane.harvey","Closed","2021-12-10 19:06:48","2021-12-14 23:30:58","361450.000000"
"PYTHON-3039","alexander.golin","Open","2021-12-10 04:17:39","2021-12-17 21:37:22","667183.000000"
"PYTHON-3038","alexander.golin","Scheduled","2021-12-09 01:28:40","2021-12-17 21:47:02","764302.000000"
"PYTHON-3036","alexander.golin","Open","2021-12-06 18:50:37","2021-12-17 21:38:15","960458.000000"
"PYTHON-3035","shane.harvey","Waiting for Reporter","2021-12-06 11:05:35","2021-12-06 19:23:43","29888.000000"
"PYTHON-3035","dbeng-pm-bot","Investigating","2021-12-06 11:05:35","2021-12-07 09:48:00","81745.000000"
"PYTHON-3035","shane.harvey","Waiting for Reporter","2021-12-06 11:05:35","2021-12-20 18:07:13","1234898.000000"
"PYTHON-3035","dbeng-pm-bot","Closed","2021-12-06 11:05:35","2022-01-04 12:00:16","2508881.000000"
"PYTHON-3034","alexander.golin","Scheduled","2021-12-03 21:18:26","2021-12-03 21:41:25","1379.000000"
"PYTHON-3034","alexander.golin","In Progress","2021-12-03 21:18:26","2021-12-03 21:41:32","1386.000000"
"PYTHON-3034","JIRAUSER1253561","In Code Review","2021-12-03 21:18:26","2021-12-03 22:07:05","2919.000000"
"PYTHON-3034","JIRAUSER1253561","Closed","2021-12-03 21:18:26","2021-12-06 21:14:53","258987.000000"
"PYTHON-3033","alexander.golin","Scheduled","2021-12-03 12:56:55","2021-12-03 21:38:05","31270.000000"
"PYTHON-3033","shane.harvey","In Progress","2021-12-03 12:56:55","2021-12-06 18:40:27","279812.000000"
"PYTHON-3033","shane.harvey","In Code Review","2021-12-03 12:56:55","2021-12-06 18:41:35","279880.000000"
"PYTHON-3033","shane.harvey","Closed","2021-12-03 12:56:55","2021-12-06 19:39:34","283359.000000"
"PYTHON-3032","alexander.golin","Scheduled","2021-12-02 18:47:28","2021-12-03 21:37:37","96609.000000"
"PYTHON-3032","JIRAUSER1263701","In Code Review","2021-12-02 18:47:28","2021-12-08 18:25:19","517071.000000"
"PYTHON-3032","JIRAUSER1263701","Closed","2021-12-02 18:47:28","2021-12-08 22:30:42","531794.000000"
"PYTHON-3031","alexander.golin","In Progress","2021-12-01 22:14:02","2021-12-03 21:35:41","170499.000000"
"PYTHON-3030","alexander.golin","Scheduled","2021-12-01 20:57:33","2021-12-03 21:37:00","175167.000000"
"PYTHON-3030","JIRAUSER1263701","In Code Review","2021-12-01 20:57:33","2021-12-09 18:39:14","682901.000000"
"PYTHON-3030","JIRAUSER1263701","Closed","2021-12-01 20:57:33","2021-12-09 19:34:53","686240.000000"
"PYTHON-3029","shane.harvey","Closed","2021-12-01 08:19:43","2021-12-01 18:51:15","37892.000000"
"PYTHON-3028","shane.harvey","Scheduled","2021-11-30 23:59:59","2021-12-02 22:16:50","166611.000000"
"PYTHON-3028","JIRAUSER1253561","Closed","2021-11-30 23:59:59","2021-12-06 21:14:18","508459.000000"
"PYTHON-3027","shane.harvey","Investigating","2021-11-30 23:53:41","2021-11-30 23:56:00","139.000000"
"PYTHON-3027","shane.harvey","In Progress","2021-11-30 23:53:41","2021-12-01 22:52:19","82718.000000"
"PYTHON-3027","shane.harvey","In Code Review","2021-11-30 23:53:41","2021-12-02 20:59:26","162345.000000"
"PYTHON-3027","shane.harvey","Closed","2021-11-30 23:53:41","2021-12-02 21:47:35","165234.000000"
"PYTHON-3026","alexander.golin","Scheduled","2021-11-30 22:19:04","2021-12-03 21:33:49","256485.000000"
"PYTHON-3026","shane.harvey","In Progress","2021-11-30 22:19:04","2021-12-07 20:04:19","596715.000000"
"PYTHON-3026","shane.harvey","In Code Review","2021-11-30 22:19:04","2021-12-08 00:18:20","611956.000000"
"PYTHON-3026","shane.harvey","Closed","2021-11-30 22:19:04","2021-12-08 00:43:09","613445.000000"
"PYTHON-3025","alexander.golin","Scheduled","2021-11-30 21:33:15","2021-11-30 21:42:37","562.000000"
"PYTHON-3025","JIRAUSER1253561","Investigating","2021-11-30 21:33:15","2021-12-02 21:50:45","173850.000000"
"PYTHON-3024","shane.harvey","In Code Review","2021-11-22 21:53:24","2021-11-22 21:57:13","229.000000"
"PYTHON-3024","shane.harvey","Closed","2021-11-22 21:53:24","2021-11-24 00:05:55","94351.000000"
"PYTHON-3023","alexander.golin","Open","2021-11-19 19:09:53","2021-11-19 21:38:21","8908.000000"
"PYTHON-3022","dbeng-pm-bot","Waiting (Blocked)","2021-11-18 18:05:17","2021-11-18 18:05:22","5.000000"
"PYTHON-3022","shane.harvey","Closed","2021-11-18 18:05:17","2021-11-19 20:28:40","95003.000000"
"PYTHON-3021","shane.harvey","Investigating","2021-11-18 01:30:10","2021-11-18 20:52:27","69737.000000"
"PYTHON-3021","shane.harvey","In Code Review","2021-11-18 01:30:10","2021-11-18 21:49:37","73167.000000"
"PYTHON-3021","shane.harvey","Closed","2021-11-18 01:30:10","2021-11-19 00:29:41","82771.000000"
"PYTHON-3020","shane.harvey","In Progress","2021-11-18 00:47:27","2021-11-18 01:01:03","816.000000"
"PYTHON-3020","shane.harvey","Closed","2021-11-18 00:47:27","2021-11-18 18:03:43","62176.000000"
"PYTHON-3019","shane.harvey","In Code Review","2021-11-17 00:18:46","2021-11-17 00:20:29","103.000000"
"PYTHON-3019","shane.harvey","Closed","2021-11-17 00:18:46","2021-11-17 01:15:20","3394.000000"
"PYTHON-3018","alexander.golin","Scheduled","2021-11-16 23:45:00","2021-11-19 21:33:36","251316.000000"
"PYTHON-3018","JIRAUSER1253561","In Progress","2021-11-16 23:45:00","2021-11-20 00:32:16","262036.000000"
"PYTHON-3018","alexander.golin","In Code Review","2021-11-16 23:45:00","2021-11-23 21:35:06","597006.000000"
"PYTHON-3018","shane.harvey","Closed","2021-11-16 23:45:00","2021-11-29 18:12:46","1103266.000000"
"PYTHON-3017","shane.harvey","In Progress","2021-11-16 00:28:22","2021-11-16 00:28:34","12.000000"
"PYTHON-3017","shane.harvey","Closed","2021-11-16 00:28:22","2021-11-16 23:20:05","82303.000000"
"PYTHON-3016","alexander.golin","Closed","2021-11-15 20:00:58","2021-11-19 21:37:52","351414.000000"
"PYTHON-3015","behackett","Waiting for Reporter","2021-11-12 09:36:11","2021-11-12 15:31:54","21343.000000"
"PYTHON-3015","dbeng-pm-bot","Investigating","2021-11-12 09:36:11","2021-11-14 16:53:54","199063.000000"
"PYTHON-3015","behackett","Waiting for Reporter","2021-11-12 09:36:11","2021-11-14 17:23:47","200856.000000"
"PYTHON-121","mike","Closed","2010-05-04 14:25:49","2010-05-19 13:09:10","1291401.000000"
"PYTHON-3015","dbeng-pm-bot","Investigating","2021-11-12 09:36:11","2021-11-15 05:58:21","246130.000000"
"PYTHON-3015","behackett","Waiting for Reporter","2021-11-12 09:36:11","2021-11-16 02:50:00","321229.000000"
"PYTHON-3015","behackett","In Code Review","2021-11-12 09:36:11","2021-11-16 22:05:57","390586.000000"
"PYTHON-3015","behackett","Closed","2021-11-12 09:36:11","2021-11-16 23:09:20","394389.000000"
"PYTHON-3014","alexander.golin","In Code Review","2021-11-12 00:20:43","2021-11-12 21:37:40","76617.000000"
"PYTHON-3014","JIRAUSER1253561","Closed","2021-11-12 00:20:43","2021-11-15 20:02:04","330081.000000"
"PYTHON-3013","shane.harvey","In Progress","2021-11-11 20:23:45","2021-11-11 20:24:00","15.000000"
"PYTHON-3013","shane.harvey","In Code Review","2021-11-11 20:23:45","2021-11-11 22:22:27","7122.000000"
"PYTHON-3013","shane.harvey","Closed","2021-11-11 20:23:45","2021-11-12 00:36:59","15194.000000"
"PYTHON-3012","dbeng-pm-bot","Waiting (Blocked)","2021-11-08 17:59:31","2021-11-08 17:59:36","5.000000"
"PYTHON-3012","dbeng-pm-bot","Needs Triage","2021-11-08 17:59:31","2021-11-10 15:56:38","165427.000000"
"PYTHON-3012","alexander.golin","Closed","2021-11-08 17:59:31","2021-11-12 21:36:17","358606.000000"
"PYTHON-3011","shane.harvey","In Progress","2021-11-05 21:59:27","2021-11-05 21:59:45","18.000000"
"PYTHON-3011","shane.harvey","In Code Review","2021-11-05 21:59:27","2021-11-05 22:04:03","276.000000"
"PYTHON-3011","shane.harvey","Open","2021-11-05 21:59:27","2021-11-09 01:04:53","270326.000000"
"PYTHON-3010","alexander.golin","Open","2021-11-05 20:19:55","2021-11-05 20:39:03","1148.000000"
"PYTHON-3010","shane.harvey","Scheduled","2021-11-05 20:19:55","2021-11-18 21:10:23","1126228.000000"
"PYTHON-3010","JIRAUSER1253561","Closed","2021-11-05 20:19:55","2021-11-19 20:16:32","1209397.000000"
"PYTHON-3009","alexander.golin","Open","2021-11-05 20:17:13","2021-11-05 20:38:37","1284.000000"
"PYTHON-3009","shane.harvey","Scheduled","2021-11-05 20:17:13","2021-11-18 21:10:40","1126407.000000"
"PYTHON-3009","JIRAUSER1253561","Closed","2021-11-05 20:17:13","2021-11-19 20:17:40","1209627.000000"
"PYTHON-3008","alexander.golin","Open","2021-11-05 20:16:25","2021-11-05 20:38:43","1338.000000"
"PYTHON-3008","shane.harvey","Scheduled","2021-11-05 20:16:25","2021-11-19 20:30:46","1210461.000000"
"PYTHON-3008","alexander.golin","In Code Review","2021-11-05 20:16:25","2021-11-30 21:43:55","2165250.000000"
"PYTHON-3008","JIRAUSER1253561","Closed","2021-11-05 20:16:25","2021-11-30 22:12:37","2166972.000000"
"PYTHON-3007","shane.harvey","In Code Review","2021-11-05 20:15:04","2021-11-05 20:28:15","791.000000"
"PYTHON-3007","shane.harvey","Closed","2021-11-05 20:15:04","2021-11-05 22:39:56","8692.000000"
"PYTHON-3006","shane.harvey","In Progress","2021-11-05 20:08:09","2021-11-05 20:08:24","15.000000"
"PYTHON-3006","shane.harvey","In Code Review","2021-11-05 20:08:09","2021-11-05 20:14:14","365.000000"
"PYTHON-3006","shane.harvey","Closed","2021-11-05 20:08:09","2021-11-09 01:00:02","276713.000000"
"PYTHON-3005","dbeng-pm-bot","Waiting (Blocked)","2021-11-05 17:21:26","2021-11-05 17:21:31","5.000000"
"PYTHON-3005","dbeng-pm-bot","Needs Triage","2021-11-05 17:21:26","2021-11-16 00:55:33","891247.000000"
"PYTHON-3005","shane.harvey","In Progress","2021-11-05 17:21:26","2021-11-16 01:26:55","893129.000000"
"PYTHON-3005","shane.harvey","Closed","2021-11-05 17:21:26","2021-11-16 20:51:57","963031.000000"
"PYTHON-3004","shane.harvey","Open","2021-11-04 21:41:15","2021-11-05 00:34:16","10381.000000"
"PYTHON-3004","alexander.golin","Scheduled","2021-11-04 21:41:15","2021-11-05 20:43:36","82941.000000"
"PYTHON-3004","shane.harvey","In Progress","2021-11-04 21:41:15","2021-11-10 01:20:02","445127.000000"
"PYTHON-3004","shane.harvey","In Code Review","2021-11-04 21:41:15","2021-11-12 00:38:48","615453.000000"
"PYTHON-3004","shane.harvey","In Progress","2021-11-04 21:41:15","2021-11-12 19:51:41","684626.000000"
"PYTHON-3004","shane.harvey","In Code Review","2021-11-04 21:41:15","2021-11-13 00:58:43","703048.000000"
"PYTHON-3004","shane.harvey","Closed","2021-11-04 21:41:15","2021-11-16 00:24:17","960182.000000"
"PYTHON-3003","shane.harvey","Open","2021-11-04 21:39:55","2021-11-05 00:34:06","10451.000000"
"PYTHON-3003","alexander.golin","Scheduled","2021-11-04 21:39:55","2021-11-05 20:43:27","83012.000000"
"PYTHON-3003","shane.harvey","In Progress","2021-11-04 21:39:55","2021-11-09 23:31:23","438688.000000"
"PYTHON-3003","shane.harvey","In Code Review","2021-11-04 21:39:55","2021-11-09 23:59:13","440358.000000"
"PYTHON-3003","shane.harvey","Closed","2021-11-04 21:39:55","2021-11-11 00:49:47","529792.000000"
"PYTHON-3002","shane.harvey","Scheduled","2021-11-04 21:38:52","2021-11-05 00:25:41","10009.000000"
"PYTHON-3002","shane.harvey","In Progress","2021-11-04 21:38:52","2021-11-05 21:39:37","86445.000000"
"PYTHON-3002","shane.harvey","In Code Review","2021-11-04 21:38:52","2021-11-05 22:57:49","91137.000000"
"PYTHON-3002","shane.harvey","Closed","2021-11-04 21:38:52","2021-11-05 23:41:39","93767.000000"
"PYTHON-3001","shane.harvey","Open","2021-11-04 21:37:25","2021-11-05 00:34:46","10641.000000"
"PYTHON-3001","shane.harvey","In Progress","2021-11-04 21:37:25","2021-11-16 23:22:43","1043118.000000"
"PYTHON-3001","shane.harvey","In Code Review","2021-11-04 21:37:25","2021-11-16 23:57:39","1045214.000000"
"PYTHON-3001","shane.harvey","Closed","2021-11-04 21:37:25","2021-11-17 01:00:07","1048962.000000"
"PYTHON-3000","alexander.golin","Open","2021-11-04 20:50:24","2021-11-05 20:35:56","85532.000000"
"PYTHON-2999","shane.harvey","In Code Review","2021-11-04 00:09:36","2021-11-04 19:55:59","71183.000000"
"PYTHON-2999","shane.harvey","Closed","2021-11-04 00:09:36","2021-11-04 21:42:00","77544.000000"
"PYTHON-2998","shane.harvey","Scheduled","2021-11-03 17:51:49","2021-11-03 17:55:48","239.000000"
"PYTHON-2998","shane.harvey","In Progress","2021-11-03 17:51:49","2021-11-03 22:10:56","15547.000000"
"PYTHON-2998","shane.harvey","In Code Review","2021-11-03 17:51:49","2021-11-04 20:33:18","96089.000000"
"PYTHON-2998","shane.harvey","Closed","2021-11-03 17:51:49","2021-11-05 00:27:06","110117.000000"
"PYTHON-2997","behackett","Closed","2021-11-03 11:39:44","2021-11-03 15:53:04","15200.000000"
"PYTHON-2996","behackett","Closed","2021-11-03 11:32:13","2021-11-03 16:14:57","16964.000000"
"PYTHON-2996","behackett","Closed","2021-11-03 11:32:13","2021-11-03 16:19:43","17250.000000"
"PYTHON-2995","behackett","Closed","2021-11-03 11:27:44","2021-11-03 16:19:09","17485.000000"
"PYTHON-2994","shane.harvey","Closed","2021-11-02 22:36:27","2021-11-02 22:48:35","728.000000"
"PYTHON-2993","alexander.golin","Open","2021-11-02 21:47:35","2021-11-05 20:35:43","254888.000000"
"PYTHON-2992","JIRAUSER1253561","Investigating","2021-11-02 19:13:18","2021-11-02 19:13:40","22.000000"
"PYTHON-2992","JIRAUSER1253561","In Code Review","2021-11-02 19:13:18","2021-11-04 21:30:44","181046.000000"
"PYTHON-2992","JIRAUSER1253561","Closed","2021-11-02 19:13:18","2021-11-09 00:19:45","536787.000000"
"PYTHON-2990","shane.harvey","Closed","2021-11-02 01:22:35","2021-11-02 01:24:25","110.000000"
"PYTHON-2988","alexander.golin","Open","2021-11-01 21:30:45","2021-11-05 20:35:22","342277.000000"
"PYTHON-2988","shane.harvey","Scheduled","2021-11-01 21:30:45","2021-12-02 22:33:54","2682189.000000"
"PYTHON-2987","shane.harvey","Closed","2021-11-01 19:15:36","2021-11-01 20:16:47","3671.000000"
"PYTHON-2986","dbeng-pm-bot","Waiting (Blocked)","2021-11-01 16:50:44","2021-11-01 16:50:49","5.000000"
"PYTHON-2984","dbeng-pm-bot","Waiting (Blocked)","2021-11-01 16:35:00","2021-11-01 16:35:06","6.000000"
"PYTHON-2984","shane.harvey","Open","2021-11-01 16:35:00","2021-11-18 23:17:51","1492971.000000"
"PYTHON-2984","shane.harvey","In Code Review","2021-11-01 16:35:00","2021-11-19 00:19:22","1496662.000000"
"PYTHON-2984","shane.harvey","Closed","2021-11-01 16:35:00","2021-11-19 20:26:44","1569104.000000"
"PYTHON-2983","alexander.golin","Open","2021-10-29 17:48:00","2021-11-05 20:35:10","614830.000000"
"PYTHON-2982","behackett","Waiting for Reporter","2021-10-29 09:08:02","2021-10-29 14:33:31","19529.000000"
"PYTHON-2982","alexander.golin","Closed","2021-10-29 09:08:02","2021-11-09 21:33:22","995120.000000"
"PYTHON-2981","shane.harvey","In Progress","2021-10-28 19:24:01","2021-10-29 00:02:20","16699.000000"
"PYTHON-2981","shane.harvey","Investigating","2021-10-28 19:24:01","2021-11-04 20:36:26","609145.000000"
"PYTHON-2981","shane.harvey","In Code Review","2021-10-28 19:24:01","2021-11-17 01:33:06","1663745.000000"
"PYTHON-2981","shane.harvey","Closed","2021-10-28 19:24:01","2021-11-17 20:34:37","1732236.000000"
"PYTHON-2980","alexander.golin","Open","2021-10-28 17:41:27","2021-10-29 17:39:58","86311.000000"
"PYTHON-2979","alexander.golin","Open","2021-10-28 17:40:34","2021-10-29 17:40:48","86414.000000"
"PYTHON-2979","shane.harvey","Closed","2021-10-28 17:40:34","2021-11-05 20:23:44","700990.000000"
"PYTHON-2975","alexander.golin","Open","2021-10-28 17:24:17","2021-10-29 17:40:29","87372.000000"
"PYTHON-2975","alexander.golin","Scheduled","2021-10-28 17:24:17","2021-11-04 16:57:44","603207.000000"
"PYTHON-2974","alexander.golin","Open","2021-10-28 17:23:32","2021-10-29 17:39:01","87329.000000"
"PYTHON-2974","alexander.golin","Scheduled","2021-10-28 17:23:32","2021-11-04 16:57:29","603237.000000"
"PYTHON-121","mike","Reopened","2010-05-04 14:25:49","2010-05-24 11:18:44","1716775.000000"
"PYTHON-2974","alexander.golin","Implementing","2021-10-28 17:23:32","2021-12-02 19:50:25","3032813.000000"
"PYTHON-2973","alexander.golin","In Code Review","2021-10-27 14:56:46","2021-10-29 17:38:23","182497.000000"
"PYTHON-2973","alexander.golin","Closed","2021-10-27 14:56:46","2021-11-02 17:12:49","526563.000000"
"PYTHON-2972","alexander.golin","Closed","2021-10-27 14:44:41","2021-10-29 17:35:21","183040.000000"
"PYTHON-2971","alexander.golin","Scheduled","2021-10-26 20:59:27","2021-10-29 17:48:48","247761.000000"
"PYTHON-2971","JIRAUSER1253561","Closed","2021-10-26 20:59:27","2021-11-09 00:14:39","1134912.000000"
"PYTHON-2970","dbeng-pm-bot","Waiting (Blocked)","2021-10-25 21:21:53","2021-10-25 21:21:59","6.000000"
"PYTHON-2969","shane.harvey","Open","2021-10-23 09:49:15","2021-10-26 17:31:06","286911.000000"
"PYTHON-2967","alexander.golin","Open","2021-10-22 18:14:43","2021-10-22 18:17:21","158.000000"
"PYTHON-2966","shane.harvey","In Code Review","2021-10-21 23:20:47","2021-10-21 23:22:47","120.000000"
"PYTHON-2966","shane.harvey","Closed","2021-10-21 23:20:47","2021-10-22 21:43:30","80563.000000"
"PYTHON-2965","alexander.golin","Open","2021-10-21 19:24:49","2021-10-22 18:13:18","82109.000000"
"PYTHON-2964","alexander.golin","Open","2021-10-21 18:13:53","2021-10-22 18:16:48","86575.000000"
"PYTHON-2963","alexander.golin","Open","2021-10-21 18:10:26","2021-10-22 18:16:59","86793.000000"
"PYTHON-2962","alexander.golin","Scheduled","2021-10-20 21:27:16","2021-10-22 18:12:30","161114.000000"
"PYTHON-2962","alexander.golin","Closed","2021-10-20 21:27:16","2021-10-29 17:51:33","764657.000000"
"PYTHON-2961","alexander.golin","Open","2021-10-20 20:46:55","2021-10-22 18:10:48","163433.000000"
"PYTHON-2960","dbeng-pm-bot","Waiting (Blocked)","2021-10-20 20:46:51","2021-10-20 20:46:53","2.000000"
"PYTHON-2957","dbeng-pm-bot","Waiting (Blocked)","2021-10-20 17:58:03","2021-10-20 17:58:09","6.000000"
"PYTHON-2957","dbeng-pm-bot","Needs Triage","2021-10-20 17:58:03","2021-11-10 16:11:47","1808024.000000"
"PYTHON-2957","alexander.golin","Open","2021-10-20 17:58:03","2021-11-11 21:50:39","1914756.000000"
"PYTHON-2957","alexander.golin","Scheduled","2021-10-20 17:58:03","2021-11-19 21:41:46","2605423.000000"
"PYTHON-2957","alexander.golin","In Progress","2021-10-20 17:58:03","2021-11-23 21:34:56","2950613.000000"
"PYTHON-2957","alexander.golin","In Code Review","2021-10-20 17:58:03","2021-11-30 21:44:07","3555964.000000"
"PYTHON-2957","JIRAUSER1253561","Closed","2021-10-20 17:58:03","2021-11-30 23:04:23","3560780.000000"
"PYTHON-2956","dbeng-pm-bot","Waiting (Blocked)","2021-10-20 17:54:17","2021-10-20 17:54:23","6.000000"
"PYTHON-2955","dbeng-pm-bot","Waiting (Blocked)","2021-10-20 17:09:47","2021-10-20 17:09:52","5.000000"
"PYTHON-2955","dbeng-pm-bot","Needs Triage","2021-10-20 17:09:47","2021-10-20 21:03:22","14015.000000"
"PYTHON-2955","alexander.golin","Closed","2021-10-20 17:09:47","2021-10-22 18:18:02","176895.000000"
"PYTHON-2954","dbeng-pm-bot","Waiting (Blocked)","2021-10-20 14:34:31","2021-10-20 14:34:36","5.000000"
"PYTHON-2954","dbeng-pm-bot","Needs Triage","2021-10-20 14:34:31","2021-10-20 17:45:57","11486.000000"
"PYTHON-2954","alexander.golin","Open","2021-10-20 14:34:31","2021-10-22 18:09:19","185688.000000"
"PYTHON-2954","alexander.golin","Closed","2021-10-20 14:34:31","2021-10-22 18:10:07","185736.000000"
"PYTHON-2953","dbeng-pm-bot","Waiting (Blocked)","2021-10-19 20:00:36","2021-10-19 20:00:42","6.000000"
"PYTHON-2952","dbeng-pm-bot","Waiting (Blocked)","2021-10-19 19:41:52","2021-10-19 19:41:57","5.000000"
"PYTHON-2951","dbeng-pm-bot","Waiting (Blocked)","2021-10-19 19:21:07","2021-10-19 19:21:12","5.000000"
"PYTHON-2950","dbeng-pm-bot","Waiting (Blocked)","2021-10-19 19:13:40","2021-10-19 19:13:45","5.000000"
"PYTHON-2950","dbeng-pm-bot","Needs Triage","2021-10-19 19:13:40","2021-12-16 16:44:19","5002239.000000"
"PYTHON-2950","alexander.golin","Scheduled","2021-10-19 19:13:40","2021-12-17 21:58:27","5107487.000000"
"PYTHON-2949","alexander.golin","Closed","2021-10-19 16:07:26","2021-10-22 18:08:44","266478.000000"
"PYTHON-2948","dbeng-pm-bot","Waiting (Blocked)","2021-10-18 16:53:08","2021-10-18 16:53:13","5.000000"
"PYTHON-2948","alexander.golin","Scheduled","2021-10-18 16:53:08","2021-10-26 17:21:40","692912.000000"
"PYTHON-2948","JIRAUSER1253561","Investigating","2021-10-18 16:53:08","2021-10-26 21:50:40","709052.000000"
"PYTHON-2948","JIRAUSER1253561","Closed","2021-10-18 16:53:08","2021-10-27 17:22:44","779376.000000"
"PYTHON-2946","behackett","Closed","2021-10-18 16:37:22","2021-10-18 21:21:17","17035.000000"
"PYTHON-2945","alexander.golin","Open","2021-10-15 18:17:49","2021-10-22 18:06:59","604150.000000"
"PYTHON-2944","shane.harvey","In Progress","2021-10-13 20:23:58","2021-10-13 20:52:44","1726.000000"
"PYTHON-2944","shane.harvey","In Code Review","2021-10-13 20:23:58","2021-10-13 21:14:30","3032.000000"
"PYTHON-2944","shane.harvey","Closed","2021-10-13 20:23:58","2021-10-13 23:06:38","9760.000000"
"PYTHON-2943","dbeng-pm-bot","Waiting (Blocked)","2021-10-13 17:09:34","2021-10-13 17:09:39","5.000000"
"PYTHON-2943","dbeng-pm-bot","Needs Triage","2021-10-13 17:09:34","2021-12-14 19:51:52","5366538.000000"
"PYTHON-2943","alexander.golin","Open","2021-10-13 17:09:34","2021-12-17 21:57:06","5633252.000000"
"PYTHON-2941","dbeng-pm-bot","Waiting (Blocked)","2021-10-13 01:51:32","2021-10-13 01:51:37","5.000000"
"PYTHON-2941","dbeng-pm-bot","Needs Triage","2021-10-13 01:51:32","2021-11-05 16:38:57","2040445.000000"
"PYTHON-2941","alexander.golin","Open","2021-10-13 01:51:32","2021-11-05 20:38:14","2054802.000000"
"PYTHON-2941","alexander.golin","Scheduled","2021-10-13 01:51:32","2021-11-05 20:38:22","2054810.000000"
"PYTHON-2941","shane.harvey","In Code Review","2021-10-13 01:51:32","2021-11-05 20:52:04","2055632.000000"
"PYTHON-2941","shane.harvey","Closed","2021-10-13 01:51:32","2021-11-05 22:05:21","2060029.000000"
"PYTHON-2940","JIRAUSER1253561","Closed","2021-10-13 00:17:31","2021-10-13 21:10:49","75198.000000"
"PYTHON-2939","shane.harvey","Waiting for Reporter","2021-10-10 23:25:35","2021-10-12 16:31:02","147927.000000"
"PYTHON-2939","dbeng-pm-bot","Investigating","2021-10-10 23:25:35","2021-10-12 18:09:13","153818.000000"
"PYTHON-2939","shane.harvey","Closed","2021-10-10 23:25:35","2021-10-12 18:30:23","155088.000000"
